english|hindi_concept|type|japanese|hirangana|pronunciation|example_eng|example_jap
lot_2|bahuwa+badI+saMKyA,baKZwa,Dera,ekamuSwa,GAna,kZismawa,laKanI,peSAnI,prArabXa,sWAna+viSeRa,wakZaxIra|noun|駐車場|ちゅうしゃじょう|chuushajou_1|cheapest paid lot in the city|市内で料金が最も安い駐車場
lotion_1|loSana|noun|ローション|ろーしょん|ro-shon_1|skin lotion with sunscreen|日焼け止め入りスキンローション
lottery_1|lAtarI|noun|宝くじ|たからくじ|takarakuji_1|lottery winner|宝くじの当選者
lotus_1|jalaja,jalajAwa,kamala,kaMjZa,nalina,nalinI,paMkaja,paxminI,puMdarIka,puraina,puRkara,vArija,vArijAwa|noun|蓮|はす|hasu_1|lotus flower|蓮の花
loud_1|catakIlA,muKara,muKariwa,ucca,Uzce,Uzce,Uzce+svara+vAlA|adjective|うるさい|うるさい|urusai_1|loud music|うるさい音楽
lounge_1|loYMja,viSrAmakakRa|noun|ラウンジ|らうんじ|raunji_1|airport lounge|空港ラウンジ
louse_1|jUz,yUka|noun|シラミ|しらみ|shirami_1|blood-sucking louse|吸血シラミ
lousy_1|bahuwa+KarAba|adjective|ひどい|ひどい|hidoi_1|have a lousy day|ひどい一日を過ごす
louver_1||noun|ルーバー|るーばー|ru-ba-_1|fixed louver|固定ルーバー
love_1|anurAga,cAha,cAha,cAhawa,iSkZa,lagAlagI,lagAva,muhabbawa,pasanxa+kara,praNaya,prema,premaBAva,prIwi,pyAra,pyAra+kara,rAga,rawi,sneha,sOhArxa,SrqMgAra,ulaPZawa|noun|愛|あい|ai_1|love and hate|愛と憎しみ
love_2|anurAga,cAha,cAha,cAhawa,iSkZa,lagAlagI,lagAva,muhabbawa,pasanxa+kara,praNaya,prema,premaBAva,prIwi,pyAra,pyAra+kara,rAga,rawi,sneha,sOhArxa,SrqMgAra,ulaPZawa|verb|愛する|あいする|ai suru_1|love someone|誰かを愛する
love_3|anurAga,cAha,cAha,cAhawa,iSkZa,lagAlagI,lagAva,muhabbawa,pasanxa+kara,praNaya,prema,premaBAva,prIwi,pyAra,pyAra+kara,rAga,rawi,sneha,sOhArxa,SrqMgAra,ulaPZawa|noun|恋|こい|koi_1|fell in love|恋に落ちる
lobster_1|samuxrI+JIMgA|noun|ロブスター|ろぶすたー|robusutaa_1|lobster meat|ロブスターの身
lobule_1||noun|肺小葉|はいしょうよう|haisyoutou_1|pulmonary lobule|肺小葉
locale_1||noun|舞台|ぶたい|butai_1|international locale|国際的な舞台
locate_1|sWAna+nirXAraNa+kara|verb|見つける|みつける|mitsukeru_1|locate a file|ファイルを見つける
location_1|mokZA,sWala,sWiwi,XiRNaya|noun|位置|いち|ichi_1|an easily accessable location|簡単にアクセス可能な位置
lock_1|banXa,Pazsa+jA,wAlA,wAlA+lagA|verb|鍵を掛ける|かぎをかける|kagi o kakeru_1|lock the door by mistake|間違ってドアに鍵を掛ける
locknut_1||noun|ロックナット|ろっくなっと|rokkunatto_1|securing of locknut|ロックナットの固定
lockout_1||noun|閉鎖|へいさ|heisa_1|factory lockout|工場閉鎖
locksmith_1||noun|鍵屋|かぎや|kagiya_1|become a locksmith|鍵屋になる
lockup_1||noun|拘置所|こうちしょ|kouchisho_1|juvenile lockup|少年拘置所
locomotion_1|gamana,saMcalana|noun|移動|いどう|idou_1|locomotion in the air|空気中の移動
locomotion_2|gamana,saMcalana|noun|運動|うんどう|undou_1|terrestrial locomotion|陸上運動
locomotive_1||noun|機関車|きかんしゃ|kikansha_1|diesel locomotive|ディーゼル機関車
locus_1||noun|遺伝子座|いでんしざ|idenshiza_1|specific locus|特定遺伝子座
locust_1|tiddI|noun|バッタ|ばった|batta_1|cloud of locusts|バッタの大群
lodestone_1||noun|磁鉄鉱|じてっこう|jitekkou_1|find a lodestone|磁鉄鉱を見つける
lodge_1|xarja+kara|noun|山小屋|やまごや|yamagoya_1|stay at a lodge|山小屋に滞在する
loess_1||noun|黄土|おうど|oudo_1|the loess zone in China|中国黄土地帯
loft_1||noun|屋根裏部屋|やねうらべや|yaneurabeya_1|find an old diary in the loft|屋根裏部屋で古い日記を見つける
lofty_1|bulaMxa,ucca,unnawa,uwwuMga,uxAwwa,UzcA|adjective|高くそびえる|たかくそびえる|takakusobieru_1|lofty summit|高くそびえる山頂
lofty_2|bulaMxa,ucca,unnawa,uwwuMga,uxAwwa,UzcA|adjective|高い|たかい|takai_1|lofty position|高い地位
lofty_3|bulaMxa,ucca,unnawa,uwwuMga,uxAwwa,UzcA|adjective|気高い|けだかい|kedakai_1|have a lofty aim|気高い目標を持つ
log_1|kuMxA,lakkadZa,latTA,vqkRa+kAta|noun|ログ|ろぐ|rogu_1|message log|メッセージログ
logarithm_1|laGugaNaka|noun|対数|たいすう|taisuu_1|matrix logarithm|行列対数
logging_1||noun|伐採|ばっさい|bassai_1|illegal logging|違法伐採
logic_1|gaNaka+warka,gaNiwIya+warka,praNAmaSAswra,warka|noun|論理|ろんり|ronri_1|classical logic|古典論理
logical_1|sahewu,wArkika|adjective|論理的|ろんりてき|ronriteki_1|logical behavior|論理的行動
logistic_1||adjective|ロジスティック|ろじすてぃっく|rojisutikku_1|logistic model|ロジスティックモデル
loin_1|kati|noun|ロイン|ろいん|roin_1|pork loin|ポーク・ロイン
loincloth_1||noun|まわし|まわし|mawashi_1|Why do sumo wrestlers only wear a loincloth?|なぜ相撲力士はまわししかつけていないのですか？
loiter_1|bicara|verb|ぶらつく|ぶらつく|buratsuku_1|loiter in the park|公園をぶらつく
lol_1||exclamation|爆笑|ばくしょう|bakushou_1|"""The teacher just fell asleep in class, lol."""|「先生が授業中に寝ちゃったよ（爆笑）」
loll_1||verb|だらりと垂らす|だらりとたらす|darari to tarasu_1|In hot weather dogs loll their tongues.|暑い時に犬は舌をだらりと垂らす。
lollipop_1||noun|アメ|あめ|ame_1|suck on a lollipop|アメをなめる
lolly_1||noun|キャンディー|きゃんでぃー|kyandi-_1|iced lolly|アイスキャンディー
lone_1||adjective|単独|たんどく|tandoku_1|lone flight|単独飛行
lonely_1|akelA,anavalaMba,ekAkI,niBqwa,nirjana,sUnA,sunasAna,wanahA|adjective|寂しい|さびしい|sabishii_1|an introvert and lonely person|内向的で寂しい人
loner_1||verbal adjective|孤立している|こりつしている|koritsu shiteiru_1|a loner student|孤立している学生
levee_1||noun|堤防|ていぼう|teibou_1|river levee|河川堤防
level_1|barAbara,cOrasa,samAna+swara+kA+banA,samapqRTa,samawala,samawala+kara,sapAta,sApekRika+swara,sawaha,swara,XarAwala|adjective|互角|ごかく|gokaku_1|a level race|互角の競争
level_2|barAbara,cOrasa,samAna+swara+kA+banA,samapqRTa,samawala,samawala+kara,sapAta,sApekRika+swara,sawaha,swara,XarAwala|noun|レベル|れべる|reberu_1|certain level|一定のレベル
lever_1|uwwolaka+se+hatA,uwwolana|noun|レバー|ればー|reba-_1|control lever|操作レバー
leverage_1||verb|活用する|かつよう|katsuyou_1|leverage the Internet marketing|インターネットによるマーケティングを活用する
leverage_2||noun|影響力|えいきょうりょく|eikyouryoku_1|give China undue leverage over the Taiwanese economy|中国に台湾経済に対する過度の影響力を与える
levity_1|CiCalApana|noun|軽率さ|けいそつさ|keisotsusa_1|inappropriate levity|不適切な軽率さ
levy_1|mahasUla|noun|税|ぜい|zei_1|indirect levy|間接税
lewd_1|baxamASa,EyASa,laMpata,viRayAsakwa|adjective|わいせつ|わいせつ|waisetsu_1|lewd gesture|わいせつな仕草
lexical_1||adjective|語彙的|ごいてき|goiteki_1|lexical domain|語彙的領域
lexicon_1|koSa,PZarahaMga|noun|辞書|じしょ|jisho_1|electronic lexicon|電子辞書
liability_1|xAyiwA,xenaxArI,xeyawA|noun|責任|せきにん|sekinin_1|liability indemnity|賠償責任
liable_1||adjective|責任がある|せきにんがある|sekiningaaru_1|liable for the damage|賠償責任がある
liaison_1|saMparka|noun|連絡|れんらく|renraku_1|federal liaison|連邦連絡
liar_1|asawyavAxI,JUTA,labAdZiyA,miWyABARI|noun|嘘つき|うそつき|usotsuki_1|chronic liar|常習的な嘘つき
libel_1|apamAnaleKa|noun|名誉誹毀|めいよひき|meiyohiki_1|sue a person for libel|文書誹毀で人を訴える
liberal_1|mahAmanA,mukwahaswa,PEyAjZa,uxAra,uxArahqxaya,uxAra+vyakwi,uxArawAvAxI,Xanaxa,xariyAxila|adjective|自由主義的|じゆうしゅぎてき|jiyuushugiteki_1|liberal economic policy|自由主義的経済政策
liberate_1|ubAra|verb|解放する|かいほう|kaihou_1|liberate women from housework|女性を家事から解放する
liberate_2|ubAra|verb|釈放する|しゃくほう|shakuhou_1|liberate someone from prison|人を刑務所から釈放する
libertine_1|riMxa,SohaxA|adjective|放蕩|ほうとう|houtou_1|libertine life|放蕩生活
liberty_1|AjZAxI,avAMCanIya+vyavahAra,CUta,svAwaMwrya,svawanwrawA,svecCAcAriwA|noun|自由|じゆう|jiyuu_1|The Constitution guarantees liberty of thought and conscience.|憲法は思想と良心の自由を保障している。
libido_1||noun|性欲|せいよく|seiyoku_1|boost libido|性欲を増進する
librarian_1|lAibreriyana,puswakAlayAXyakRa,puswakAXyakRa|noun|図書館員|としょかんいん|toshokan'in_1|college librarian|大学図書館員
library_1|graMWAlaya,kiwAbaKZAnA,lAibrerI,puswakAgAra,puswakAlaya|noun|図書館|としょかん|toshokan_1|national library|国立図書館
libretto_1||noun|台本|だいほん|daihon_1|opera libretto|オペラの台本
lice_1||noun|シラミ|しらみ|shirami_1|Lice are tiny insects that feed on blood.|シラミは血を吸う小さな虫だ。
license_1|lAiseMsa+xe|noun|免許|めんきょ|menkyo_1|driving license|運転免許
licensee_1|lEsaMsaxAra|noun|免許者|めんきょしゃ|menkyosha_1|provisional licensee|仮免許者
licensor_1||noun|ライセンサー|らいせんさー|raisensa-_1|Licensor's bill|ライセンサーの請求書
licentious_1|anAcAracArI,baxamaswa,svEra,ucCqMKala,xurAcArI,yaWecCAcArI|adjective|わいせつ|わいせつ|waisetsu_1|licentious magazine|わいせつな雑誌
lichen_1||noun|地衣|ちい|chii_1|crustaceous lichen|固着地衣
lick_1|cAta,halke+se+CU,lehana,WodI+mAwrA|verb|舐める|なめる|nameru_1|lick an ice-cream|アイスクリームを舐める
licorice_1||noun|甘草|カンゾウ|kanzou_1|extracted from the licorice root|甘草の根から抽出される
lid_1|AcCaxa,AvaraNa,Dakkana,piXAna,pracCaxa|noun|蓋|ふた|futa_1|container lid|容器の蓋
lie_1|anqwa,asawya,Bramiwa+kara,JUTa,JUTa+bola,leta,leta,letanA,pade+raha,padZa,pODZa,sWiwa+ho,sWiwi+meM+ho|noun|嘘|うそ|uso_1|lie that sounds like a truth|真実のように聞こえる嘘
lie_2|anqwa,asawya,Bramiwa+kara,JUTa,JUTa+bola,leta,leta,letanA,pade+raha,padZa,pODZa,sWiwa+ho,sWiwi+meM+ho|verb|横になる|よこになる|yoko ni naru_1|lie on a bed on one's back|ベッドに仰向けで横になる
lied_1||noun|歌曲|かきょく|kakyoku_1|German Lied|ドイツ歌曲
lien_1||noun|担保権|たんぽけん|tanpoken_1|general lien|一般担保権
lier_1||noun|うそつき|うそつき|usotsuki_1|a chronic liar|常習的なうそつき
lieutenant_1|lePtineMta,lePZtineMta|noun|中佐|ちゅうさ|chuusa_1|Air Force lieutenant|空軍中佐
life_1|Ayus,hayAwa,jAna,jAnI,jIva,jIvana,jIvanwawA,jIvawva,jZiMxagAnI,jZiMxagI,lAiPZa,prANa,xama|noun|命|いのち|inochi_1|The life of a cherry blossom is very short.|桜の命はとても短い。
life_2|Ayus,hayAwa,jAna,jAnI,jIva,jIvana,jIvanwawA,jIvawva,jZiMxagAnI,jZiMxagI,lAiPZa,prANa,xama|noun|生活|せいかつ|seikatsu_1|daily life|日常生活
lifeblood_1||noun|活動源|かつどうげん|katsudougen_1|lifeblood of the organization|組織の活動源
lifeboat_1||noun|救命ボート|きゅうめいぼーと|kyuumeibo-to_1|cling to the lifeboat|救命ボートにしがみつく
lifeguard_1||noun|監視員|かんしいん|kanchiin_1|lifeguard in the pool|プールの監視員
lifelike_1||adjective|生き写し|いきうつし|ikiutsushi_1|lifelike robot|生き写しのロボット
lifelong_1||adjective|生涯の|しょうがいの|shougaino_1|lifelong dream|生涯の夢
lifespan_1||noun|寿命|じゅみょう|jumyou_1|average lifespan|平均寿命
lifestyle_1|jIvana+SElI|noun|ライフスタイル|らいふすたいる|raifusutairu_1|balanced lifestyle|バランスのとれたライフスタイル
lifestyle_2|jIvana+SElI|noun|生き方|いきかた|ikikata_1|bohemian lifestyle|自由奔放な生き方
lifestyle_3|jIvana+SElI|noun|生活様式|せいかつようしき|seikatsuyoushiki_1|lifestyle change|生活様式の変化
lifetime_1|umra|adjective|生涯|しょうがい|shougai_1|lifetime education|生涯教育
lift_1|AhlAxiwa+kara,liPta,liPZta,savArI+meM+le+jA,savArI+meM+le+jAne+kI+prakriyA,uTA,uTA+xe|verb|持ち上げる|もちあげる|mochiageru_1|lift a heavy object off of the floor|重いものを床から持ち上げる
ligament_1|snAyu|noun|じん帯|じんたい|jintai_1|lateral ligament|外側じん帯
ligature_1|baMXa|noun|結紮|けっさつ|kessatsu_1|metal ligature|金属結紮
light_1|Aloka,balAGAwaSUnya,bawwI,cAzxanA,cirAgZa,halakA,halkA,jalA,jyowi,laGu,lAita,nUra,prakASa,prakASiwa+ho,praxIpwapwi,roSanI,rOSanI,sarala,subuka,sugama,ujAlA|noun|光|ひかり|hikari_1|Light travels faster than sound.|光は音より速い。
light_2|Aloka,balAGAwaSUnya,bawwI,cAzxanA,cirAgZa,halakA,halkA,jalA,jyowi,laGu,lAita,nUra,prakASa,prakASiwa+ho,praxIpwapwi,roSanI,rOSanI,sarala,subuka,sugama,ujAlA|adjective|軽い|かるい|karui_1|have a light dinner|軽い夕食をとる
light_3|Aloka,balAGAwaSUnya,bawwI,cAzxanA,cirAgZa,halakA,halkA,jalA,jyowi,laGu,lAita,nUra,prakASa,prakASiwa+ho,praxIpwapwi,roSanI,rOSanI,sarala,subuka,sugama,ujAlA|adjective|明るい|あかるい|akarui_1|It's still so light out.|外はまだかなり明るい。
light_4|Aloka,balAGAwaSUnya,bawwI,cAzxanA,cirAgZa,halakA,halkA,jalA,jyowi,laGu,lAita,nUra,prakASa,prakASiwa+ho,praxIpwapwi,roSanI,rOSanI,sarala,subuka,sugama,ujAlA|verb|火を付ける|ひをつける|hi o tsukeru_1|light the candles on the cake.|ケーキのロウソクに火を付ける
light-refreshment_1||noun|茶菓子|ちゃがし|chagashi_1|offer light refreshments|茶菓子を提供する
lighten_1|camaka+uTa,cinwAmukwa+ho,gamBIrawA+hata,halkA+kara,prakASa+baDA|verb|軽くする|かるくする|karukusuru_1|lighten the work load|仕事の負担を軽くする
lighten_2|camaka+uTa,cinwAmukwa+ho,gamBIrawA+hata,halkA+kara,prakASa+baDA|verb|明るくする|あかるくする|akarukusuru_1|lighten one's tone of voice|声の調子を明るくする
lightening_1||noun|照明|しょうめい|shoumei_1|street lightening|街路照明
lighthearted_1||adjective|気軽|きがる|kigaru_1|speak in a lighthearted way|気軽な調子で話す
lighthouse_1|jalaswaMBa,prakASa+swamBa|noun|灯台|とうだい|toudai_1|aerial lighthouse|航空灯台
lighting_1||noun|照明|しょうめい|shoumei_1|automatic lighting control|自動照明制御
lightning_1|barkZa,bijalI,bijalI+camakanA,caMcalA,sOxAminI,vajra,vijju|noun|雷|かみなり|kaminari_1|Lightning tends to strike tall objects.|雷は高い物に落ちやすい。
lightweight_1|kama+BAra+kA|adjective|軽量|けいりょう|keiryou_1|lightweight suitcase|軽量スーツケース
lignite_1||noun|褐炭|かったん|kattan_1|dried lignite|乾燥褐炭
like_1|pasaMxa+kara,uciwa+laga,waraha+kA|verb|好む|このむ|konomu_1|like coffee better than tea|紅茶よりコーヒーを好む
like_2|pasaMxa+kara,uciwa+laga,waraha+kA|adjective|好きな|すきな|suki na_1|I just wanted to say that I like you.|君が好きだと言いたかっただけ。
like_3|pasaMxa+kara,uciwa+laga,waraha+kA|adjective|～のような|～のような|~no you na_1|a feeling like a dream|夢のような感じ
liken_1|wulanA+kara|verb|例える|たとえる|tatoeru_1|liken oneself to a certain animal|自分をある動物に例える
likewise_1|vEse+hI|adverb|同様に|どうように|douyouni_1|She was very kind, and her sister likewise.|彼女はとても優しかった。そして同様に妹も優しかった。
lilac_1|nIlaka|noun|ライラック|らいらっく|rakrakku_1|sweet odor of lilac|甘いライラックの香り
lilting_1||adjective|陽気な|ようきな|youkina_1|lilting voice|陽気な声
lily_1|kumuxinI,lilI,nalinI|noun|百合|ゆり|yuri_1|black lily|黒百合
lily_2|kumuxinI,lilI,nalinI|noun|ユリ|ゆり|yuri_2|a lily-white wallpaper|ユリのように白い壁紙
limb_1|aMga,avayava|noun|手足|てあし|teashi_1|move a limb|手足を動かす
limbo_1|aniSciwa+sWiwi|noun|リンボー|りんぼー|rinbo-_1|limbo dance|リンボーダンス
lime_1|cUnA,kaMkarIta,nIMbU,pAnaxAna|noun|ライム|らいむ|raimu_1|on the rocks with a lime|ライムを添えてオンザロックで
limelight_1||noun|脚光|きゃっこう|kyakkou_1|After writing that best seller, she was continuously in the limelight.|そのベストセラーを書いてから、彼女はずっと脚光を浴びていた。
limestone_1||noun|石灰石|せっかいせき|sekkaiseki_1|granular limestone|粒状石灰石
limit_1|avaXi,haxa,iMwahA,iyawwA,maryAxA,miwi,muxxawa,pAra,pArAvAra,sImA|verb|制限する|せいげん|seigen_1|limit calories from fat|脂肪からのカロリーを制限する
limit_2|avaXi,haxa,iMwahA,iyawwA,maryAxA,miwi,muxxawa,pAra,pArAvAra,sImA|noun|限界|げんかい|genkai_1|His patience reached its limits.|彼は我慢の限界に達した。
lovelorn_1||adjective|失恋した|しつれんした|shitsurenshita_1|lovelorn man|失恋した男
lovely_1|aBirAma,kamanIya,lalAma,maMju,manogrAhI,manohara,manojFa,manorama,priya,pyArA,SIrIM,vijana|adjective|愛らしい|あいらしい|airashii_1|lovely eyes|愛らしい目
lovely_2|aBirAma,kamanIya,lalAma,maMju,manogrAhI,manohara,manojFa,manorama,priya,pyArA,SIrIM,vijana|adjective|素敵な|すてきな|suteki na_1|a lovely house|素敵な家
lover_1|ASikZa,bAlama,praNayI,premI,prIwama,saiyaz,sAjana,sajana,sAzvaliyA,sazvariyA,sEMyAz,sEyAz,snehI,yAra|noun|恋人|こいびと|koibito_1|spend romantic time with his lover|恋人と一緒にロマンチックな時間を過ごす
loving_1|anurAgI,muhabbawawI,muhabbawawI,premamaya,premamaya,rawa,sasneha,sasneha,snehiwa,suhqxa|adjective|愛情深い|あいじょうぶかい|aijou-bukai_1|loving parents|愛情深い両親
low_1|avara,axanA,jaGanya,nIcA,nIca,nimna,nyUna,oCA,pAmara,XImA|adjective|低い|ひくい|hikui_1|low graduation rate|低い卒業率
low_2|avara,axanA,jaGanya,nIcA,nIca,nimna,nyUna,oCA,pAmara,XImA|adjective|低|てい|tei_1|low calories|低カロリー
